House_ID,Area,Bedrooms,Bathrooms,Floors,Age,Parking,Location,Furnished,Price
440,1503,3,3,1,18,0,Satara,Unfurnished,134.35
441,797,1,1,2,8,1,Sangli,Furnished,93.33
442,1888,3,2,3,19,0,Satara,Semi-Furnished,137.71
443,1303,2,2,1,16,0,Nanded,Furnished,90.3
444,1491,3,2,1,7,0,Mumbai,Semi-Furnished,289.83
445,1852,4,4,2,29,2,Amravati,Unfurnished,151.55
446,913,2,1,1,19,0,Sangli,Furnished,100.0
447,1449,3,2,1,3,0,Pune,Furnished,203.35
448,815,1,1,2,9,2,Pune,Unfurnished,160.23
449,1198,2,1,1,29,1,Aurangabad,Semi-Furnished,101.95
450,1671,3,3,2,27,3,Mumbai,Unfurnished,286.86
451,1396,2,2,2,12,0,Pune,Semi-Furnished,185.72
452,450,1,1,2,20,2,Solapur,Furnished,86.06
453,1515,3,3,1,1,1,Beed,Semi-Furnished,153.73
454,2276,4,3,1,18,1,Nagpur,Furnished,181.33
455,1221,2,1,3,12,1,Beed,Unfurnished,72.59
456,1516,3,3,3,17,2,Latur,Semi-Furnished,115.51
457,1987,4,3,2,17,0,Beed,Semi-Furnished,142.34
458,981,2,1,1,22,0,Nanded,Semi-Furnished,73.11
459,1285,2,1,3,6,1,Jalgaon,Semi-Furnished,135.82
460,1687,3,2,2,12,1,Jalgaon,Furnished,116.2
461,1427,3,3,1,28,0,Pune,Semi-Furnished,185.1
462,943,2,2,1,12,0,Mumbai,Semi-Furnished,238.77
463,450,1,1,1,23,2,Nashik,Furnished,94.78
464,1173,2,2,2,10,1,Satara,Semi-Furnished,121.16
465,1763,4,3,2,21,1,Solapur,Semi-Furnished,141.96
466,1679,3,2,2,12,0,Amravati,Unfurnished,142.77
467,2123,3,2,2,5,1,Pune,Furnished,262.83
468,878,2,1,3,4,0,Ahmednagar,Semi-Furnished,90.5
469,780,1,1,4,22,0,Beed,Unfurnished,38.68
470,2168,4,3,2,28,0,Nanded,Unfurnished,135.92
471,1775,3,3,2,15,0,Amravati,Semi-Furnished,126.83
472,816,1,1,1,14,2,Nagpur,Semi-Furnished,105.35
473,636,1,1,1,28,1,Kolhapur,Semi-Furnished,66.23
474,1718,3,3,4,4,0,Kolhapur,Semi-Furnished,169.65
475,1175,2,2,1,15,3,Jalgaon,Semi-Furnished,101.49
476,1563,2,2,1,7,3,Nanded,Furnished,125.42
477,1340,2,1,1,19,0,Satara,Semi-Furnished,125.22
478,770,1,1,4,28,2,Kolhapur,Semi-Furnished,96.49
479,1692,3,2,2,26,2,Nagpur,Unfurnished,167.4
480,1494,3,3,2,23,0,Amravati,Semi-Furnished,121.85
481,1545,3,2,2,12,1,Nagpur,Unfurnished,142.83
482,1553,3,3,1,10,1,Beed,Unfurnished,145.66
483,537,1,1,1,25,0,Pune,Furnished,138.53
484,575,1,1,1,15,1,Aurangabad,Semi-Furnished,87.88
485,735,2,1,1,3,0,Aurangabad,Unfurnished,85.08
486,940,1,1,2,15,1,Jalgaon,Semi-Furnished,92.6
487,2125,4,3,1,18,1,Latur,Furnished,166.78
488,2125,4,3,2,10,0,Solapur,Furnished,173.44
489,1082,2,1,1,24,0,Nagpur,Semi-Furnished,92.8
490,1412,3,2,1,24,0,Jalgaon,Unfurnished,112.34
491,1294,2,1,4,12,1,Aurangabad,Unfurnished,114.77
492,1774,3,2,2,18,0,Latur,Furnished,138.26
493,1431,2,2,3,17,0,Ahmednagar,Semi-Furnished,108.8
494,1993,4,4,2,29,1,Beed,Semi-Furnished,136.16
495,1985,4,3,1,7,0,Nagpur,Semi-Furnished,162.05
496,1031,1,1,3,24,1,Latur,Unfurnished,84.33
497,1708,2,1,2,27,1,Amravati,Semi-Furnished,108.83
498,1436,2,1,2,14,2,Aurangabad,Semi-Furnished,132.4
499,1246,2,1,2,16,2,Ahmednagar,Semi-Furnished,123.8
500,1016,2,1,2,22,1,Kolhapur,Furnished,115.52
501,995,2,1,3,18,1,Solapur,Semi-Furnished,103.65
502,605,1,1,2,4,1,Nashik,Semi-Furnished,98.41
503,1911,3,3,1,2,1,Aurangabad,Unfurnished,181.79
504,976,2,1,1,13,1,Nashik,Unfurnished,127.9
505,1549,3,2,4,5,1,Kolhapur,Unfurnished,143.81
506,962,1,1,3,8,1,Solapur,Semi-Furnished,104.8
507,1575,3,3,3,4,3,Solapur,Unfurnished,160.28
508,1005,2,1,1,18,2,Mumbai,Unfurnished,227.63
509,1250,2,1,2,7,1,Jalgaon,Furnished,116.84
510,1331,2,1,2,27,0,Beed,Furnished,92.74
511,1748,3,3,2,3,1,Kolhapur,Semi-Furnished,152.25
512,1369,1,1,2,29,2,Mumbai,Semi-Furnished,256.6
513,1555,3,3,3,5,2,Pune,Unfurnished,203.67
514,1015,1,1,3,15,1,Ahmednagar,Semi-Furnished,101.55
515,1245,2,1,2,8,1,Mumbai,Semi-Furnished,252.66
516,1385,2,2,2,6,0,Pune,Semi-Furnished,212.41
517,1314,2,1,1,23,2,Amravati,Furnished,124.9
518,1826,4,3,1,2,1,Sangli,Furnished,165.61
519,1039,2,1,2,17,0,Nashik,Semi-Furnished,120.32
520,1401,2,1,1,28,0,Nanded,Furnished,107.78
521,1488,3,2,2,20,1,Amravati,Semi-Furnished,124.49
522,1244,3,2,2,24,1,Pune,Unfurnished,172.52
523,1270,3,2,2,3,1,Mumbai,Semi-Furnished,266.72
524,853,2,1,1,17,0,Latur,Unfurnished,74.94
525,866,2,1,3,24,2,Beed,Furnished,69.11
526,1170,2,1,2,26,1,Jalgaon,Unfurnished,87.08
527,1421,2,2,1,29,1,Amravati,Unfurnished,112.19
528,450,1,1,1,19,0,Kolhapur,Semi-Furnished,75.42
529,1998,4,4,2,15,0,Solapur,Unfurnished,139.02
530,1517,3,2,2,20,3,Nanded,Semi-Furnished,120.4
531,1574,3,3,2,14,0,Pune,Semi-Furnished,201.48
532,649,1,1,2,0,1,Beed,Semi-Furnished,88.43
533,1137,2,2,4,14,0,Satara,Furnished,129.57
534,1064,2,1,2,4,1,Latur,Semi-Furnished,105.55
535,2043,4,3,1,16,2,Beed,Unfurnished,133.96
536,1557,4,3,2,9,0,Latur,Unfurnished,125.06
537,863,1,1,2,21,1,Solapur,Unfurnished,79.8
538,1802,4,3,2,26,3,Solapur,Semi-Furnished,170.19
539,2227,4,3,3,14,0,Nagpur,Semi-Furnished,204.53
540,1165,2,2,3,4,0,Latur,Semi-Furnished,115.28
541,1662,4,4,1,17,1,Solapur,Semi-Furnished,157.98
542,450,1,1,2,26,3,Nanded,Semi-Furnished,43.29
543,1672,3,2,1,9,3,Ahmednagar,Furnished,137.79
544,1337,3,3,4,23,1,Aurangabad,Semi-Furnished,122.75
545,1288,2,1,1,26,1,Amravati,Unfurnished,93.88
546,999,1,1,1,24,1,Jalgaon,Semi-Furnished,86.6
547,904,2,2,3,22,0,Latur,Semi-Furnished,94.78
548,1582,3,2,2,17,0,Mumbai,Semi-Furnished,271.79
549,1815,3,2,1,12,0,Pune,Semi-Furnished,207.9
550,828,2,2,2,6,1,Satara,Unfurnished,95.86
551,847,1,1,1,0,2,Satara,Unfurnished,102.77
552,953,2,2,2,27,1,Pune,Furnished,173.37
553,756,1,1,3,10,2,Sangli,Unfurnished,95.77
554,460,1,1,2,10,0,Satara,Semi-Furnished,83.96
555,1532,3,2,2,1,1,Pune,Semi-Furnished,208.21
556,450,1,1,2,13,2,Solapur,Semi-Furnished,90.52
557,450,1,1,2,4,0,Mumbai,Furnished,227.85
558,1098,2,1,3,10,1,Latur,Semi-Furnished,98.98
559,489,1,1,3,11,0,Satara,Furnished,78.65
560,1539,2,1,2,5,1,Ahmednagar,Furnished,130.67
561,1814,3,2,3,30,1,Nanded,Semi-Furnished,123.4
562,1325,2,1,2,23,0,Jalgaon,Semi-Furnished,118.17
563,1175,3,2,2,8,0,Beed,Unfurnished,86.62
564,1069,1,1,2,28,2,Nanded,Semi-Furnished,89.49
565,1643,3,2,3,22,2,Mumbai,Semi-Furnished,286.09
566,1080,3,2,1,28,1,Nanded,Furnished,108.16
567,1182,1,1,1,28,1,Latur,Semi-Furnished,88.48
568,450,1,1,1,12,0,Mumbai,Unfurnished,209.94
569,794,2,1,2,18,0,Nanded,Furnished,81.03
570,954,2,1,1,10,1,Ahmednagar,Unfurnished,96.02
571,1184,3,2,3,8,2,Pune,Furnished,207.49
572,463,1,1,1,5,2,Satara,Unfurnished,79.37
573,1269,3,2,2,20,1,Beed,Unfurnished,102.47
574,708,2,1,2,20,1,Sangli,Semi-Furnished,76.81
575,1337,3,2,1,19,1,Jalgaon,Semi-Furnished,106.83
576,1118,2,1,1,28,1,Mumbai,Semi-Furnished,228.17
577,1320,2,2,2,0,0,Nanded,Furnished,153.83
578,450,1,1,1,9,0,Nanded,Furnished,73.18
579,1629,3,3,1,14,0,Beed,Semi-Furnished,128.82
580,1548,3,2,2,13,2,Pune,Semi-Furnished,199.8
581,615,2,2,2,25,0,Ahmednagar,Furnished,81.78
582,846,2,2,2,12,1,Satara,Semi-Furnished,89.17
583,1514,2,1,3,8,0,Kolhapur,Semi-Furnished,144.46
584,1803,4,4,2,1,1,Nanded,Unfurnished,158.62
585,941,1,1,2,2,1,Satara,Unfurnished,98.62
586,1935,4,3,2,11,1,Nagpur,Furnished,193.97
587,2017,3,3,2,5,1,Ahmednagar,Unfurnished,145.8
588,979,1,1,3,28,0,Pune,Unfurnished,148.31
589,1435,2,1,2,10,1,Latur,Furnished,131.46
590,1716,2,2,3,17,0,Nanded,Unfurnished,132.75
591,827,1,1,2,13,1,Latur,Semi-Furnished,85.88
592,628,1,1,3,28,1,Sangli,Unfurnished,62.91
593,863,2,2,2,17,1,Kolhapur,Semi-Furnished,99.22
594,1531,2,2,1,29,0,Satara,Unfurnished,112.44
595,1587,2,1,3,12,1,Pune,Unfurnished,215.5
596,836,2,1,3,29,0,Amravati,Semi-Furnished,66.0
597,1324,4,3,3,30,1,Jalgaon,Unfurnished,102.16
598,1721,2,1,3,1,0,Nashik,Furnished,189.05
599,1023,1,1,2,14,0,Amravati,Semi-Furnished,77.64
600,450,1,1,2,12,1,Nagpur,Unfurnished,83.2
601,1983,4,3,1,9,2,Beed,Unfurnished,144.93
602,1559,4,3,4,27,2,Beed,Unfurnished,120.68
603,954,2,2,2,21,1,Nagpur,Semi-Furnished,107.47
604,1180,2,1,3,21,3,Solapur,Unfurnished,122.51
605,1342,2,2,2,5,1,Beed,Semi-Furnished,121.68
606,994,2,1,1,4,1,Beed,Furnished,109.68
607,821,2,2,1,28,2,Nanded,Semi-Furnished,74.0
608,584,1,1,2,1,1,Mumbai,Semi-Furnished,211.09
609,1571,3,3,1,4,3,Kolhapur,Unfurnished,148.27
610,577,1,1,3,12,1,Beed,Semi-Furnished,64.98
611,1261,2,2,2,27,0,Nagpur,Furnished,135.37
612,1238,2,2,1,24,2,Ahmednagar,Semi-Furnished,122.92
613,1977,4,4,1,6,1,Solapur,Furnished,190.49
614,1132,1,1,4,20,1,Amravati,Unfurnished,91.85
615,1121,2,1,2,14,1,Sangli,Unfurnished,99.42
616,997,2,1,2,25,0,Aurangabad,Furnished,106.38
617,453,1,1,3,4,2,Satara,Semi-Furnished,79.05
618,1838,3,2,1,16,1,Pune,Unfurnished,221.29
619,450,1,1,1,28,2,Mumbai,Semi-Furnished,193.04
620,1992,4,3,2,8,0,Beed,Unfurnished,128.21
621,1830,3,2,2,10,0,Solapur,Semi-Furnished,146.14
622,1449,2,2,2,30,1,Mumbai,Semi-Furnished,267.83
623,1307,2,1,1,26,2,Kolhapur,Semi-Furnished,91.82
624,1557,3,2,3,28,2,Nashik,Unfurnished,170.62
625,1200,2,2,2,27,2,Solapur,Unfurnished,96.51
626,1416,2,1,2,25,0,Kolhapur,Unfurnished,96.73
627,1574,3,2,2,19,0,Ahmednagar,Unfurnished,101.34
628,1142,2,1,1,2,0,Jalgaon,Furnished,96.2
629,1827,3,3,2,18,0,Aurangabad,Unfurnished,129.56
630,1802,4,3,3,30,1,Nashik,Unfurnished,174.32
631,1215,2,2,3,16,1,Beed,Semi-Furnished,108.83
632,1957,3,2,1,15,1,Mumbai,Semi-Furnished,272.65
633,1073,2,2,1,1,2,Nashik,Furnished,150.82
634,450,1,1,3,28,1,Pune,Furnished,125.19
635,1570,2,1,3,0,3,Pune,Unfurnished,212.55
636,891,1,1,2,15,1,Amravati,Semi-Furnished,97.67
637,513,1,1,3,21,2,Ahmednagar,Furnished,66.0
638,1057,2,2,4,16,1,Pune,Furnished,201.83
639,1775,3,2,1,24,0,Amravati,Semi-Furnished,139.32
640,1800,3,3,3,24,1,Solapur,Semi-Furnished,156.2
641,924,1,1,3,10,3,Amravati,Unfurnished,85.67
642,2042,4,3,4,4,2,Pune,Furnished,253.44
643,845,2,1,3,30,1,Satara,Semi-Furnished,76.99
644,966,2,2,2,15,1,Nanded,Semi-Furnished,97.1
645,965,2,2,1,21,2,Sangli,Furnished,98.96
646,1685,3,3,4,8,1,Nashik,Unfurnished,167.77
647,2141,4,4,1,26,0,Nagpur,Furnished,198.47
648,1798,3,3,3,4,1,Ahmednagar,Unfurnished,153.04
649,1782,3,2,3,10,3,Aurangabad,Unfurnished,163.77
650,700,1,1,2,16,2,Beed,Semi-Furnished,67.74
651,1333,3,2,2,3,0,Nanded,Semi-Furnished,123.56
652,1502,3,3,2,30,0,Solapur,Semi-Furnished,110.81
653,1368,2,1,3,7,0,Amravati,Semi-Furnished,139.42
654,963,3,2,1,25,0,Nashik,Furnished,144.91
655,985,2,1,1,25,2,Nashik,Semi-Furnished,123.1
656,1148,1,1,1,28,1,Beed,Unfurnished,64.98
657,1677,4,3,1,22,2,Nanded,Semi-Furnished,148.65
658,1854,3,2,1,24,1,Latur,Unfurnished,135.0
659,1278,2,1,1,3,2,Ahmednagar,Unfurnished,120.79
660,887,1,1,2,29,2,Beed,Semi-Furnished,70.5
661,1291,2,1,4,28,0,Satara,Semi-Furnished,124.29
662,2032,4,3,1,17,1,Nashik,Semi-Furnished,174.0
663,831,2,2,2,25,1,Kolhapur,Semi-Furnished,88.09
664,1585,3,2,2,12,2,Jalgaon,Unfurnished,105.59
665,1001,1,1,1,7,2,Satara,Semi-Furnished,104.51
666,1095,3,3,1,21,1,Satara,Furnished,104.02
667,1889,3,2,2,27,2,Mumbai,Semi-Furnished,290.21
668,1592,3,2,2,10,2,Beed,Semi-Furnished,130.89
669,2045,3,3,1,19,0,Amravati,Semi-Furnished,144.64
670,1359,3,2,1,5,1,Nagpur,Semi-Furnished,162.98
671,1875,3,3,1,16,3,Sangli,Unfurnished,150.12
672,1474,3,2,1,6,1,Pune,Unfurnished,186.71
673,1159,2,1,1,6,0,Amravati,Furnished,110.7
674,1538,3,2,2,12,1,Ahmednagar,Furnished,160.78
675,1340,3,2,4,2,0,Kolhapur,Semi-Furnished,153.46
676,1757,3,3,1,30,0,Ahmednagar,Furnished,132.57
677,450,1,1,3,21,2,Nashik,Furnished,100.85
678,614,1,1,3,20,0,Aurangabad,Unfurnished,91.55
679,1221,2,2,3,18,1,Jalgaon,Semi-Furnished,108.68
680,1530,2,1,1,6,1,Mumbai,Furnished,271.46
681,1019,2,1,1,0,3,Satara,Semi-Furnished,109.44
682,1183,3,3,2,18,2,Mumbai,Furnished,278.87
683,764,1,1,3,9,0,Latur,Semi-Furnished,69.28
684,1447,3,3,1,21,2,Amravati,Unfurnished,113.15
685,450,1,1,1,8,0,Kolhapur,Semi-Furnished,95.38
686,1613,3,3,1,3,2,Kolhapur,Furnished,165.41
687,1472,3,2,1,23,1,Amravati,Unfurnished,115.63
688,2096,3,3,4,1,1,Pune,Furnished,225.76
689,966,3,2,3,17,0,Beed,Unfurnished,81.87
690,1574,2,1,3,25,0,Nanded,Unfurnished,97.61
691,1016,1,1,2,28,2,Pune,Unfurnished,176.3
692,1030,1,1,3,4,2,Mumbai,Unfurnished,248.28
693,1525,3,2,1,2,0,Aurangabad,Unfurnished,143.38
694,1922,3,3,2,29,1,Nagpur,Furnished,142.66
695,1698,4,3,2,21,1,Nashik,Semi-Furnished,160.19
696,1510,3,2,4,24,0,Latur,Unfurnished,108.21
697,1837,3,3,1,13,1,Jalgaon,Furnished,144.98
698,1430,3,3,2,25,2,Sangli,Semi-Furnished,118.82
699,1510,3,2,2,1,0,Aurangabad,Unfurnished,139.22
700,1095,2,1,2,2,3,Mumbai,Furnished,273.24
701,1527,3,2,1,29,0,Satara,Semi-Furnished,136.15
702,1709,3,3,2,13,0,Aurangabad,Semi-Furnished,157.12
703,450,1,1,3,11,0,Sangli,Unfurnished,68.56
704,1217,2,1,1,10,2,Nagpur,Furnished,155.85
705,1906,4,4,4,16,1,Kolhapur,Unfurnished,166.35
706,1947,3,2,1,18,1,Latur,Semi-Furnished,143.28
707,1798,4,3,2,13,1,Jalgaon,Furnished,168.7
708,1990,4,3,1,22,1,Nanded,Semi-Furnished,130.49
709,450,1,1,3,26,0,Aurangabad,Unfurnished,61.7
710,1448,4,4,2,25,0,Aurangabad,Unfurnished,134.83
711,450,1,1,1,30,1,Mumbai,Unfurnished,181.02
712,1103,1,1,3,16,1,Latur,Furnished,89.73
713,1066,2,2,2,7,0,Nashik,Furnished,153.91
714,450,1,1,3,28,1,Nashik,Furnished,77.65
715,1314,2,2,2,11,0,Ahmednagar,Furnished,110.28
716,1565,3,2,1,11,1,Pune,Furnished,220.13
717,1142,2,1,2,23,1,Kolhapur,Unfurnished,98.43
718,658,1,1,2,25,1,Ahmednagar,Semi-Furnished,57.52
719,1895,4,3,1,28,0,Satara,Furnished,161.02
720,1336,2,1,3,13,1,Sangli,Furnished,152.97
721,477,1,1,1,30,0,Mumbai,Unfurnished,185.71
722,1674,2,1,2,3,0,Aurangabad,Unfurnished,154.75
723,1030,1,1,1,18,0,Aurangabad,Unfurnished,93.62
724,1030,3,3,1,3,2,Satara,Furnished,125.74
725,821,2,2,3,9,2,Mumbai,Unfurnished,225.09
726,747,2,1,2,28,0,Aurangabad,Unfurnished,79.28
727,520,1,1,3,9,2,Amravati,Semi-Furnished,75.85
728,2591,4,4,1,10,3,Sangli,Semi-Furnished,208.87
729,450,1,1,2,7,1,Amravati,Unfurnished,89.0
730,1611,3,2,2,27,1,Nashik,Furnished,172.25
731,1667,2,1,1,4,1,Mumbai,Unfurnished,278.25
732,1173,3,3,3,5,0,Sangli,Unfurnished,111.68
733,762,2,1,2,1,1,Beed,Furnished,100.47
734,1407,3,3,2,29,2,Satara,Unfurnished,126.32
735,1415,2,1,4,8,2,Ahmednagar,Unfurnished,115.71
736,450,1,1,3,18,1,Pune,Unfurnished,137.65
737,1017,1,1,2,6,0,Amravati,Semi-Furnished,101.22
738,1040,2,2,2,21,2,Mumbai,Furnished,249.45
739,1743,3,2,1,28,1,Jalgaon,Semi-Furnished,137.72
740,1386,4,3,1,23,0,Mumbai,Semi-Furnished,253.06
741,450,1,1,2,7,1,Nashik,Furnished,99.93
742,664,1,1,1,14,0,Nanded,Semi-Furnished,62.44
743,913,2,1,2,28,1,Kolhapur,Semi-Furnished,101.02
744,1258,2,2,3,8,2,Solapur,Furnished,115.6
745,1361,2,2,1,16,1,Nashik,Semi-Furnished,158.18
746,1773,4,4,3,10,1,Solapur,Semi-Furnished,154.39
747,827,2,1,3,25,0,Nashik,Unfurnished,103.63
748,629,1,1,1,24,0,Amravati,Unfurnished,61.12
749,1040,2,1,2,7,1,Beed,Furnished,106.41
750,1599,3,3,1,5,3,Nashik,Unfurnished,172.85
751,2171,3,2,1,4,1,Jalgaon,Semi-Furnished,148.89
752,1694,2,1,2,17,1,Nanded,Furnished,127.72
753,1689,3,2,1,4,1,Beed,Semi-Furnished,129.7
754,1208,1,1,3,14,1,Aurangabad,Unfurnished,120.46
755,640,1,1,2,3,1,Aurangabad,Unfurnished,102.08
756,828,1,1,3,9,1,Solapur,Semi-Furnished,86.57
757,450,1,1,2,3,1,Pune,Semi-Furnished,147.15
758,1639,3,2,2,24,1,Ahmednagar,Semi-Furnished,126.79
759,1539,3,2,3,5,1,Satara,Semi-Furnished,129.3
760,1182,2,2,1,15,1,Amravati,Semi-Furnished,113.65
761,450,1,1,2,11,0,Nagpur,Unfurnished,75.75
762,506,2,1,4,7,2,Nashik,Semi-Furnished,101.09
763,1306,3,2,2,14,2,Pune,Semi-Furnished,190.57
764,1252,2,1,1,18,1,Satara,Furnished,134.27
765,1710,4,4,2,14,0,Satara,Unfurnished,151.61
766,647,1,1,2,24,2,Jalgaon,Semi-Furnished,68.1
767,1784,3,2,1,16,1,Beed,Semi-Furnished,119.97
768,1572,3,2,2,22,2,Mumbai,Semi-Furnished,299.98
769,1532,4,4,3,16,0,Ahmednagar,Semi-Furnished,133.61
770,1920,4,3,3,9,0,Amravati,Furnished,163.72
771,1373,1,1,3,6,1,Nashik,Unfurnished,158.25
772,1735,3,3,1,16,3,Aurangabad,Unfurnished,151.05
773,1867,4,3,2,15,1,Aurangabad,Semi-Furnished,169.87
774,1716,3,2,3,24,1,Latur,Semi-Furnished,151.85
775,1694,3,2,3,13,1,Mumbai,Semi-Furnished,298.51
776,1326,3,2,2,5,1,Satara,Unfurnished,145.73
777,1162,3,2,2,11,0,Sangli,Unfurnished,101.18
778,1427,3,3,1,12,2,Nagpur,Unfurnished,133.96
779,968,1,1,2,30,1,Aurangabad,Furnished,113.4
780,914,2,2,1,10,2,Nanded,Unfurnished,106.44
781,1266,2,1,4,15,2,Solapur,Unfurnished,132.4
782,1433,3,3,2,0,3,Amravati,Furnished,144.89
783,883,1,1,1,25,2,Beed,Unfurnished,73.42
784,1304,3,3,1,21,2,Sangli,Unfurnished,120.0
785,1726,3,3,3,10,1,Pune,Semi-Furnished,237.75
786,1596,3,3,3,25,0,Nanded,Semi-Furnished,145.11
787,1630,3,2,1,25,1,Kolhapur,Unfurnished,138.41
788,803,1,1,2,13,0,Aurangabad,Semi-Furnished,88.09
789,1200,2,2,2,17,0,Amravati,Unfurnished,100.63
790,1923,3,2,4,4,1,Solapur,Semi-Furnished,144.94
791,846,1,1,2,26,1,Kolhapur,Semi-Furnished,81.62
792,1196,2,2,2,9,0,Solapur,Furnished,122.35
793,2044,5,5,2,30,2,Latur,Furnished,165.48
794,1172,2,1,1,12,2,Jalgaon,Unfurnished,95.55
795,972,1,1,1,8,1,Beed,Unfurnished,81.55
796,478,1,1,3,16,1,Sangli,Semi-Furnished,78.39
797,450,1,1,2,29,0,Amravati,Semi-Furnished,45.94
798,1169,3,3,3,22,0,Pune,Unfurnished,160.71
799,978,2,1,1,26,1,Nagpur,Unfurnished,88.38
800,1352,3,2,2,6,0,Kolhapur,Unfurnished,129.72
801,889,2,2,2,10,0,Nanded,Semi-Furnished,84.04
802,492,1,1,2,11,1,Beed,Semi-Furnished,65.86
803,1707,3,2,2,8,2,Nagpur,Unfurnished,149.17
804,1447,3,3,1,2,0,Jalgaon,Semi-Furnished,132.31
805,1255,2,2,2,14,2,Mumbai,Semi-Furnished,272.54
806,1155,2,1,1,30,1,Mumbai,Semi-Furnished,240.26
807,923,1,1,1,20,0,Nashik,Semi-Furnished,116.86
808,1133,2,2,2,12,0,Ahmednagar,Furnished,102.14
809,1134,2,2,1,1,1,Nanded,Furnished,108.46
810,1235,2,1,4,16,1,Ahmednagar,Unfurnished,112.77
811,1171,2,2,2,2,1,Latur,Unfurnished,120.39
812,1639,2,1,3,12,3,Pune,Semi-Furnished,214.35
813,1743,4,3,2,20,1,Pune,Furnished,222.4
814,1557,3,3,2,9,1,Aurangabad,Semi-Furnished,130.21
815,1570,2,2,2,12,2,Jalgaon,Semi-Furnished,119.17
816,2386,4,3,3,12,2,Beed,Unfurnished,151.59
817,450,1,1,2,2,2,Nashik,Semi-Furnished,121.66
818,1284,2,1,2,9,1,Nanded,Unfurnished,106.27
819,1153,1,1,1,3,2,Amravati,Semi-Furnished,113.03
820,814,1,1,1,2,1,Sangli,Furnished,100.69
821,740,2,2,3,30,3,Nanded,Semi-Furnished,88.1
822,1327,3,3,4,2,2,Nanded,Unfurnished,121.74
823,1324,2,1,2,16,1,Pune,Semi-Furnished,187.25
824,1854,3,2,2,1,0,Sangli,Semi-Furnished,166.76
825,775,2,2,3,29,2,Jalgaon,Semi-Furnished,75.81
826,1269,3,3,2,11,0,Satara,Semi-Furnished,116.23
827,1612,3,2,2,19,2,Ahmednagar,Semi-Furnished,127.86
828,1942,3,3,3,18,1,Kolhapur,Furnished,181.91
829,1076,2,1,2,6,2,Aurangabad,Furnished,124.76
830,1154,2,1,3,19,3,Solapur,Unfurnished,105.16
831,474,1,1,2,12,1,Amravati,Furnished,78.78
832,1822,4,4,1,22,0,Kolhapur,Unfurnished,166.13
833,1027,2,2,2,27,2,Pune,Semi-Furnished,172.61
834,1207,2,2,1,16,0,Satara,Furnished,133.85
835,1966,4,3,1,27,2,Mumbai,Semi-Furnished,311.49
836,1019,2,2,3,28,0,Satara,Furnished,99.29
837,707,1,1,2,14,2,Sangli,Furnished,102.74
838,1536,3,2,2,1,0,Satara,Semi-Furnished,139.45
839,988,2,1,4,1,3,Pune,Semi-Furnished,192.24
840,797,2,2,2,14,0,Solapur,Unfurnished,83.47
841,1240,3,3,3,13,2,Latur,Unfurnished,111.76
842,721,1,1,1,3,3,Nanded,Semi-Furnished,88.15
843,1466,3,2,2,6,1,Kolhapur,Semi-Furnished,142.0
844,1595,3,3,2,0,1,Kolhapur,Semi-Furnished,151.79
845,1391,2,2,2,7,0,Kolhapur,Unfurnished,135.46
846,1551,3,2,2,15,3,Solapur,Unfurnished,119.7
847,1841,4,4,2,14,2,Ahmednagar,Unfurnished,162.42
848,1426,3,3,2,13,1,Solapur,Semi-Furnished,134.36
849,766,1,1,4,19,1,Sangli,Semi-Furnished,85.42
850,1394,2,1,1,22,1,Ahmednagar,Unfurnished,96.53
851,1279,2,1,2,5,2,Solapur,Furnished,137.85
852,1154,3,3,1,8,1,Sangli,Semi-Furnished,132.38
853,1993,5,4,2,22,1,Latur,Unfurnished,164.03
854,1315,2,1,1,7,1,Aurangabad,Semi-Furnished,132.81
855,2204,4,3,2,26,0,Nashik,Semi-Furnished,182.55
856,1728,3,2,3,14,1,Nashik,Semi-Furnished,166.02
857,514,1,1,1,2,2,Solapur,Unfurnished,85.82
858,1605,3,2,1,18,0,Nashik,Unfurnished,137.07
859,1174,3,2,3,14,0,Solapur,Semi-Furnished,108.17
860,1698,3,2,1,28,0,Mumbai,Unfurnished,273.67
861,616,2,1,2,7,2,Nanded,Semi-Furnished,80.56
862,1599,3,2,2,24,1,Jalgaon,Furnished,126.64
863,1484,3,3,3,8,0,Pune,Semi-Furnished,209.57
864,993,3,3,1,11,1,Solapur,Semi-Furnished,106.01
865,1575,3,2,1,26,2,Amravati,Semi-Furnished,115.99
866,1178,2,2,3,30,1,Latur,Furnished,107.77
867,1629,3,3,1,29,1,Kolhapur,Semi-Furnished,143.42
868,1513,3,2,2,7,1,Jalgaon,Unfurnished,128.3
869,963,2,1,3,27,0,Kolhapur,Semi-Furnished,95.87
870,1556,2,1,1,24,0,Amravati,Semi-Furnished,102.31
871,1819,3,3,3,13,2,Kolhapur,Semi-Furnished,166.15
872,1823,4,4,1,6,3,Nashik,Semi-Furnished,210.34
873,1131,2,2,2,30,2,Kolhapur,Unfurnished,113.31
874,1544,3,3,1,29,0,Amravati,Semi-Furnished,112.56
875,2193,4,3,1,9,0,Solapur,Semi-Furnished,156.33
876,1978,4,3,1,14,2,Mumbai,Unfurnished,278.91
877,1180,2,1,1,5,1,Jalgaon,Unfurnished,106.4
878,1459,3,2,2,10,3,Nagpur,Semi-Furnished,152.73
879,1513,3,3,1,26,0,Amravati,Semi-Furnished,128.71
880,1087,2,1,1,8,0,Amravati,Semi-Furnished,108.62
881,756,1,1,3,1,1,Sangli,Furnished,114.48
